filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/HeavensGate_exp/@openzeppelin/contracts/token/ERC20/extensions/IERC20Metadata.sol.sol,IERC20Metadata.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314086.5428066,34.15749979019165,255,,,"EXIT_CODE_255,No compiler output for: /sb/IERC20Metadata.sol.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/HeavensGate_exp/@openzeppelin/contracts/utils/Context.sol.sol,Context.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313304.3040915,67.91796565055847,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/HeavensGate_exp/contracts/Staking.sol.sol,Staking.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313837.1759403,54.874627351760864,255,,,"EXIT_CODE_255,No compiler output for: /sb/Staking.sol.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/HeavensGate_exp/contracts/interface/IDistributor.sol.sol,IDistributor.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313950.7250106,52.50486087799072,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/HeavensGate_exp/contracts/interface/IsHATE.sol.sol,IsHATE.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313385.4838402,62.537943601608276,255,,,"EXIT_CODE_255,No compiler output for: /sb/IsHATE.sol.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/JumpFarm_exp/contracts/Staking.sol.sol,Staking.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314096.464963,35.406763553619385,254,,,"EXIT_CODE_254,Problem while deploying contract Staking using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Nimbus_exp/NimbusPair.sol,NimbusPair.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313480.9016297,25.958931922912598,255,,,"EXIT_CODE_255,No compiler output for: /sb/NimbusPair.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/NowSwap_exp/NimbusPair.sol,NimbusPair.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714315002.195756,34.43680119514465,255,,,"EXIT_CODE_255,No compiler output for: /sb/NimbusPair.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/SwaposV2ERC20.sol.sol,SwaposV2ERC20.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313980.0569313,58.838358640670776,255,,,"EXIT_CODE_255,No compiler output for: /sb/SwaposV2ERC20.sol.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/SwaposV2Pair.sol.sol,SwaposV2Pair.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314451.0795786,33.28497529029846,255,,,"EXIT_CODE_255,No compiler output for: /sb/SwaposV2Pair.sol.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/interfaces/IERC20.sol.sol,IERC20.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314144.3645601,19.884394645690918,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/interfaces/ISwaposV2Callee.sol.sol,ISwaposV2Callee.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314046.071522,40.3312611579895,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/interfaces/ISwaposV2ERC20.sol.sol,ISwaposV2ERC20.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313666.4336994,32.598546504974365,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/interfaces/ISwaposV2Factory.sol.sol,ISwaposV2Factory.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313561.421842,29.004754543304443,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/interfaces/ISwaposV2Pair.sol.sol,ISwaposV2Pair.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714315368.9512198,14.999269247055054,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/libraries/Math.sol.sol,Math.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313699.0641758,36.80433940887451,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/libraries/SafeMath.sol.sol,SafeMath.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314272.9931746,26.086452960968018,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/libraries/UQ112x112.sol.sol,UQ112x112.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714315016.8846767,20.26918888092041,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Uranium_exp/home/camille/Project/swap/uranium/swap-core/contracts/UraniumERC20.sol.sol,UraniumERC20.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313851.7982845,65.97943806648254,255,,,"EXIT_CODE_255,No compiler output for: /sb/UraniumERC20.sol.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Uranium_exp/home/camille/Project/swap/uranium/swap-core/contracts/UraniumFactory.sol.sol,UraniumFactory.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714315310.5123465,25.944753885269165,255,,,"EXIT_CODE_255,No compiler output for: /sb/UraniumFactory.sol.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Uranium_exp/home/camille/Project/swap/uranium/swap-core/contracts/UraniumPair.sol.sol,UraniumPair.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314929.8391602,39.54211187362671,255,,,"EXIT_CODE_255,No compiler output for: /sb/UraniumPair.sol.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Uranium_exp/home/camille/Project/swap/uranium/swap-core/contracts/interfaces/IERC20.sol.sol,IERC20.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313764.0596318,53.94480347633362,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Uranium_exp/home/camille/Project/swap/uranium/swap-core/contracts/interfaces/IUraniumCallee.sol.sol,IUraniumCallee.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313957.8922105,54.66589570045471,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Uranium_exp/home/camille/Project/swap/uranium/swap-core/contracts/interfaces/IUraniumERC20.sol.sol,IUraniumERC20.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314216.2049246,44.95340895652771,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Uranium_exp/home/camille/Project/swap/uranium/swap-core/contracts/interfaces/IUraniumFactory.sol.sol,IUraniumFactory.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313957.297035,54.597071170806885,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Uranium_exp/home/camille/Project/swap/uranium/swap-core/contracts/interfaces/IUraniumPair.sol.sol,IUraniumPair.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314998.1960077,38.58925271034241,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Uranium_exp/home/camille/Project/swap/uranium/swap-core/contracts/libraries/Math.sol.sol,Math.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714315310.7112093,25.776803016662598,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Uranium_exp/home/camille/Project/swap/uranium/swap-core/contracts/libraries/SafeMath.sol.sol,SafeMath.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314093.196565,27.969984769821167,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Uranium_exp/home/camille/Project/swap/uranium/swap-core/contracts/libraries/UQ112x112.sol.sol,UQ112x112.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714315358.5858636,13.688633918762207,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/predictable_airdrop_address/FFIST_exp/GoldCoin.sol,GoldCoin.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314687.9506342,78.92759823799133,254,,,"EXIT_CODE_254,Problem while deploying contract GoldCoin using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/predictable_airdrop_address/Utopia_exp/Utopia.sol,Utopia.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314999.8872752,47.91466283798218,254,,,"EXIT_CODE_254,Problem while deploying contract TokenDistributor using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/skim_transfer/CFC_exp/CFC.sol,CFC.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714315365.3703067,23.914913415908813,254,,,"EXIT_CODE_254,Problem while deploying contract CFC using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/skim_transfer/GAIN_exp/GAIN.sol,GAIN.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313546.4416943,44.78376388549805,254,,,"EXIT_CODE_254,Problem while deploying contract GAIN using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/skim_transfer/QTN_exp/QUATERNION.sol,QUATERNION.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313303.2946742,34.282652378082275,255,,,"EXIT_CODE_255,No compiler output for: /sb/QUATERNION.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/skim_transfer/Upswing_exp/Context.sol.sol,Context.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313500.636038,23.86569380760193,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/skim_transfer/Upswing_exp/ERC20.sol.sol,ERC20.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714315383.9521093,15.341767311096191,255,,,"EXIT_CODE_255,No compiler output for: /sb/ERC20.sol.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/skim_transfer/Upswing_exp/IERC20.sol.sol,IERC20.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314127.2382617,17.059049606323242,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/skim_transfer/Upswing_exp/SafeMath.sol.sol,SafeMath.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314828.4078166,55.66393709182739,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/skim_transfer/Upswing_exp/Steam.sol.sol,Steam.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714314313.4892015,18.092148780822754,255,,,"EXIT_CODE_255,No compiler output for: /sb/Steam.sol.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/skim_transfer/Upswing_exp/UpSwing.sol.sol,UpSwing.sol.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714315429.9396892,19.759828805923462,255,,,"EXIT_CODE_255,No compiler output for: /sb/UpSwing.sol.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/skim_transfer/pSeudoEth_exp/UniswapV2Pair.sol,UniswapV2Pair.sol,confuzzius,solidity,2022/12/31,20240428_1408,1714313533.9939122,27.072341680526733,255,,,"EXIT_CODE_255,No compiler output for: /sb/UniswapV2Pair.sol",
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/burn_sync/BIGFI_exp/DxBurnToken.sol,DxBurnToken.sol,conkas,solidity,2022/11/11,20240428_1408,1714313831.4400847,57.52077007293701,1,,,EXIT_CODE_1,exception (TypeError: object of type 'NoneType' has no len())
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/burn_sync/HCT_exp/CoinToken.sol,CoinToken.sol,conkas,solidity,2022/11/11,20240428_1408,1714314162.6783519,32.41524934768677,1,,,EXIT_CODE_1,exception (TypeError: object of type 'NoneType' has no len())
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/burn_sync/Shadowfi_exp/ShadowFi.sol,ShadowFi.sol,conkas,solidity,2022/11/11,20240428_1408,1714313744.1904662,48.830506563186646,1,,,EXIT_CODE_1,exception (TypeError: object of type 'NoneType' has no len())
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/burn_sync/Sheep_exp/CoinToken.sol,CoinToken.sol,conkas,solidity,2022/11/11,20240428_1408,1714313518.6542003,21.243263006210327,1,,,EXIT_CODE_1,exception (TypeError: object of type 'NoneType' has no len())
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/deliver/BEVO_exp/CoinToken.sol,CoinToken.sol,conkas,solidity,2022/11/11,20240428_1408,1714313461.936092,23.61452031135559,1,,,EXIT_CODE_1,exception (TypeError: object of type 'NoneType' has no len())
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/deliver/BUNN_exp/BunnyProtocol.sol,BunnyProtocol.sol,conkas,solidity,2022/11/11,20240428_1408,1714313303.9465303,35.165228605270386,1,,,EXIT_CODE_1,exception (TypeError: object of type 'NoneType' has no len())
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/deliver/FDP_exp.t/FIREDRAKE.sol,FIREDRAKE.sol,conkas,solidity,2022/11/11,20240428_1408,1714313537.452531,30.023500680923462,1,,,EXIT_CODE_1,exception (TypeError: object of type 'NoneType' has no len())
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/deliver/HODLCapital_exp/HODLCapital.sol,HODLCapital.sol,conkas,solidity,2022/11/11,20240428_1408,1714315551.966759,19.347334384918213,1,,,EXIT_CODE_1,exception (TypeError: object of type 'NoneType' has no len())
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/deliver/MultiChainCapital_exp/MultiChainCapital.sol,MultiChainCapital.sol,conkas,solidity,2022/11/11,20240428_1408,1714314927.3587358,27.115477561950684,1,,,EXIT_CODE_1,exception (TypeError: object of type 'NoneType' has no len())
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/deliver/OLIFE_exp/OceanLife.sol,OceanLife.sol,conkas,solidity,2022/11/11,20240428_1408,1714313909.2535112,63.97324562072754,1,,,EXIT_CODE_1,exception (TypeError: object of type 'NoneType' has no len())
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/deliver/SHOCO_exp/Shoco.sol,Shoco.sol,conkas,solidity,2022/11/11,20240428_1408,1714315246.8343723,29.397021055221558,1,,,EXIT_CODE_1,exception (TypeError: object of type 'NoneType' has no len())
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/deliver/TINU_exp.t/TomInu.sol,TomInu.sol,conkas,solidity,2022/11/11,20240428_1408,1714313983.725315,67.61999654769897,1,,,EXIT_CODE_1,exception (TypeError: object of type 'NoneType' has no len())
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/HeavensGate_exp/@openzeppelin/contracts/access/Ownable.sol.sol,Ownable.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714314307.3653266,18.23155450820923,1,,,"EXIT_CODE_1,solcx.exceptions.SolcError: An error occurred during execution",exception (solcx.exceptions.SolcError: An error occurred during execution)
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/HeavensGate_exp/@openzeppelin/contracts/token/ERC20/IERC20.sol.sol,IERC20.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714313553.459156,24.58102297782898,1,,,EXIT_CODE_1,"""exception (TypeError: the JSON object must be str, bytes or bytearray, not list)"""
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/HeavensGate_exp/@openzeppelin/contracts/token/ERC20/extensions/IERC20Metadata.sol.sol,IERC20Metadata.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714314095.242719,26.190263748168945,1,,,"EXIT_CODE_1,solcx.exceptions.SolcError: An error occurred during execution",exception (solcx.exceptions.SolcError: An error occurred during execution)
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/HeavensGate_exp/@openzeppelin/contracts/utils/Context.sol.sol,Context.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714313517.8887472,15.397058010101318,1,,,EXIT_CODE_1,"""exception (TypeError: the JSON object must be str, bytes or bytearray, not list)"""
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/HeavensGate_exp/contracts/Staking.sol.sol,Staking.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714313846.0487127,51.4503960609436,1,,,"EXIT_CODE_1,solcx.exceptions.SolcError: An error occurred during execution",exception (solcx.exceptions.SolcError: An error occurred during execution)
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/HeavensGate_exp/contracts/interface/IDistributor.sol.sol,IDistributor.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714314388.9750242,11.652903318405151,1,,,EXIT_CODE_1,"""exception (TypeError: the JSON object must be str, bytes or bytearray, not list)"""
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/HeavensGate_exp/contracts/interface/IsHATE.sol.sol,IsHATE.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714313794.5897996,51.71118974685669,1,,,"EXIT_CODE_1,solcx.exceptions.SolcError: An error occurred during execution",exception (solcx.exceptions.SolcError: An error occurred during execution)
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/flawed_stake/JumpFarm_exp/contracts/Staking.sol.sol,Staking.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714314254.2231755,40.56330919265747,1,,,EXIT_CODE_1,"""exception (TypeError: the JSON object must be str, bytes or bytearray, not list)"""
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Nimbus_exp/NimbusPair.sol,NimbusPair.sol,conkas,solidity,2022/11/11,20240428_1408,1714313564.7918873,34.87251281738281,1,,,EXIT_CODE_1,"""exception (TypeError: the JSON object must be str, bytes or bytearray, not list)"""
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/NowSwap_exp/NimbusPair.sol,NimbusPair.sol,conkas,solidity,2022/11/11,20240428_1408,1714313687.0678554,47.22072458267212,1,,,EXIT_CODE_1,"""exception (TypeError: the JSON object must be str, bytes or bytearray, not list)"""
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/SwaposV2ERC20.sol.sol,SwaposV2ERC20.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714313432.5402524,29.874300241470337,1,,,"EXIT_CODE_1,solcx.exceptions.SolcError: An error occurred during execution",exception (solcx.exceptions.SolcError: An error occurred during execution)
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/SwaposV2Pair.sol.sol,SwaposV2Pair.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714314400.6894116,12.375673770904541,1,,,"EXIT_CODE_1,solcx.exceptions.SolcError: An error occurred during execution",exception (solcx.exceptions.SolcError: An error occurred during execution)
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/interfaces/IERC20.sol.sol,IERC20.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714313695.9824398,36.68000054359436,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/interfaces/ISwaposV2Callee.sol.sol,ISwaposV2Callee.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714314352.7041395,12.958304405212402,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/interfaces/ISwaposV2ERC20.sol.sol,ISwaposV2ERC20.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714314431.6397128,11.1678307056427,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/interfaces/ISwaposV2Factory.sol.sol,ISwaposV2Factory.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714314764.5662847,32.51979088783264,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/interfaces/ISwaposV2Pair.sol.sol,ISwaposV2Pair.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714313596.4614015,23.95906972885132,0,,,,
/home/kaixuan/sast_study/solidity/smartbugs/samples/poc_shift/source_code_vuln/inconsistent value in balance calculation/Swapos_exp/contracts/libraries/Math.sol.sol,Math.sol.sol,conkas,solidity,2022/11/11,20240428_1408,1714314096.6912413,24.544589519500732,0,,,,
